Experiment_type,code,tree_quality,species,quality,Nitrogen_added,mix_type,species_richness,number,litter_type_quality_tree_1,litter_type_quality_tree_2,quality_N,mesh_size,total_mass_g,sample_plot,plot,harvest,handling_loss_bags,handling_loss,initial_mass_g,Time_at_harvest,final_mass_g
A1,A1FTH1,High,Ml,High,zero,tree,1,1,10.003,NA,NA,5 mm,10.003,R1,plot1,harvest1,NA,0.013,10.003,30,9.178
A1,A1FTH1,High,Ml,High,zero,tree,1,2,10.004,NA,NA,5 mm,10.004,R2,plot1,harvest2,NA,0.013,10.004,60,8.427
A1,A1FTH1,High,Ml,High,zero,tree,1,3,10.004,NA,NA,5 mm,10.004,R3,plot1,harvest3,NA,0.013,10.004,220,14.35
A1,A1FTH1,High,Ml,High,zero,tree,1,4,9.99,NA,NA,5 mm,9.99,R4,plot1,harvest4,NA,0.013,9.99,365,5.156
A1,A1FTH1,High,Ml,High,zero,tree,1,5,9.999,NA,NA,5 mm,9.999,R5,plot2,harvest1,NA,0.013,9.999,30,9.328
A1,A1FTH1,High,Ml,High,zero,tree,1,6,10.004,NA,NA,5 mm,10.004,R6,plot2,harvest2,NA,0.013,10.004,60,6.874
A1,A1FTH1,High,Ml,High,zero,tree,1,7,9.999,NA,NA,5 mm,9.999,R7,plot2,harvest3,NA,0.013,9.999,220,7.74
A1,A1FTH1,High,Ml,High,zero,tree,1,8,10.004,NA,NA,5 mm,10.004,R8,plot2,harvest4,NA,0.013,10.004,365,2.709
A1,A1FTH1,High,Ml,High,zero,tree,1,9,10,NA,NA,5 mm,10,R9,plot3,harvest1,NA,0.013,10,30,8.891
A1,A1FTH1,High,Ml,High,zero,tree,1,10,10.006,NA,NA,5 mm,10.006,R10,plot3,harvest2,NA,0.013,10.006,60,8.073
A1,A1FTH1,High,Ml,High,zero,tree,1,11,10.009,NA,NA,5 mm,10.009,R11,plot3,harvest3,NA,0.013,10.009,220,7.72
A1,A1FTH1,High,Ml,High,zero,tree,1,12,10,NA,NA,5 mm,10,R12,plot3,harvest4,NA,0.013,10,365,3.779
A1,A1FTH1,High,Ml,High,zero,tree,1,13,10,NA,NA,5 mm,10,,,,10.01,0.013,10,,NA
A1,A1FTH1,High,Ml,High,zero,tree,1,14,10.008,NA,NA,5 mm,10.008,,,,10.02,0.013,10.008,,NA
A1,A1FTH1,High,Ml,High,zero,tree,1,15,9.993,NA,NA,5 mm,9.993,,,,10.01,0.013,9.993,,NA
A1,A1FTH1,High,Ml,High,zero,tree,1,1,10,NA,NA,2 mm,10,R1,plot1,harvest1,NA,-0.076,9.924,30,10.74
A1,A1FTH1,High,Ml,High,zero,tree,1,2,9.995,NA,NA,2 mm,9.995,R2,plot1,harvest2,NA,-0.076,9.919,60,8.627
A1,A1FTH1,High,Ml,High,zero,tree,1,3,9.993,NA,NA,2 mm,9.993,R3,plot1,harvest3,NA,-0.076,9.917,220,8.27
A1,A1FTH1,High,Ml,High,zero,tree,1,4,10.001,NA,NA,2 mm,10.001,R4,plot1,harvest4,NA,-0.076,9.925,365,5.152
A1,A1FTH1,High,Ml,High,zero,tree,1,5,9.999,NA,NA,2 mm,9.999,R5,plot2,harvest1,NA,-0.076,9.923,30,8.779
A1,A1FTH1,High,Ml,High,zero,tree,1,6,9.999,NA,NA,2 mm,9.999,R6,plot2,harvest2,NA,-0.076,9.923,60,8.616
A1,A1FTH1,High,Ml,High,zero,tree,1,7,10.001,NA,NA,2 mm,10.001,R7,plot2,harvest3,NA,-0.076,9.925,220,8.93
A1,A1FTH1,High,Ml,High,zero,tree,1,8,10,NA,NA,2 mm,10,R8,plot2,harvest4,NA,-0.076,9.924,365,4.867
A1,A1FTH1,High,Ml,High,zero,tree,1,9,10.007,NA,NA,2 mm,10.007,R9,plot3,harvest1,NA,-0.076,9.931,30,9.07
A1,A1FTH1,High,Ml,High,zero,tree,1,10,10,NA,NA,2 mm,10,R10,plot3,harvest2,NA,-0.076,9.924,60,8.642
A1,A1FTH1,High,Ml,High,zero,tree,1,11,10.007,NA,NA,2 mm,10.007,R11,plot3,harvest3,NA,-0.076,9.931,220,7.07
A1,A1FTH1,High,Ml,High,zero,tree,1,12,9.993,NA,NA,2 mm,9.993,R12,plot3,harvest4,NA,-0.076,9.917,365,3.9
A1,A1FTH1,High,Ml,High,zero,tree,1,13,9.995,NA,NA,2 mm,9.995,,,,9.92,-0.076,9.919,,NA
A1,A1FTH1,High,Ml,High,zero,tree,1,14,9.991,NA,NA,2 mm,9.991,,,,9.91,-0.076,9.915,,NA
A1,A1FTH1,High,Ml,High,zero,tree,1,15,10.002,NA,NA,2 mm,10.002,,,,9.93,-0.076,9.926,,NA
A1,A1FTH1,High,Ml,High,zero,tree,1,1,10.005,NA,NA,0.07 mm,10.005,R1,plot1,harvest1,NA,-0.22,9.785,30,9.506
A1,A1FTH1,High,Ml,High,zero,tree,1,2,9.994,NA,NA,0.07 mm,9.994,R2,plot1,harvest2,NA,-0.22,9.774,60,9.209
A1,A1FTH1,High,Ml,High,zero,tree,1,3,9.994,NA,NA,0.07 mm,9.994,R3,plot1,harvest3,NA,-0.22,9.774,220,7.43
A1,A1FTH1,High,Ml,High,zero,tree,1,4,10.001,NA,NA,0.07 mm,10.001,R4,plot1,harvest4,NA,-0.22,9.781,365,4.028
A1,A1FTH1,High,Ml,High,zero,tree,1,5,10.006,NA,NA,0.07 mm,10.006,R5,plot2,harvest1,NA,-0.22,9.786,30,9.648
A1,A1FTH1,High,Ml,High,zero,tree,1,6,10,NA,NA,0.07 mm,10,R6,plot2,harvest2,NA,-0.22,9.78,60,8.877
A1,A1FTH1,High,Ml,High,zero,tree,1,7,10.003,NA,NA,0.07 mm,10.003,R7,plot2,harvest3,NA,-0.22,9.783,220,7.221
A1,A1FTH1,High,Ml,High,zero,tree,1,8,10.003,NA,NA,0.07 mm,10.003,R8,plot2,harvest4,NA,-0.22,9.783,365,2.033
A1,A1FTH1,High,Ml,High,zero,tree,1,9,10,NA,NA,0.07 mm,10,R9,plot3,harvest1,NA,-0.22,9.78,30,8.641
A1,A1FTH1,High,Ml,High,zero,tree,1,10,10.003,NA,NA,0.07 mm,10.003,R10,plot3,harvest2,NA,-0.22,9.783,60,8.763
A1,A1FTH1,High,Ml,High,zero,tree,1,11,10.006,NA,NA,0.07 mm,10.006,R11,plot3,harvest3,NA,-0.22,9.786,220,7.04
A1,A1FTH1,High,Ml,High,zero,tree,1,12,10.002,NA,NA,0.07 mm,10.002,R12,plot3,harvest4,NA,-0.22,9.782,365,4.578
A1,A1FTH1,High,Ml,High,zero,tree,1,13,10.004,NA,NA,0.07 mm,10.004,,,,9.76,-0.22,9.784,,NA
A1,A1FTH1,High,Ml,High,zero,tree,1,14,9.996,NA,NA,0.07 mm,9.996,,,,9.75,-0.22,9.776,,NA
A1,A1FTH2,High,At,High,zero,tree,1,15,10.004,NA,NA,0.07 mm,10.004,,,,9.84,-0.22,9.784,,NA
A1,A1FTH2,High,At,High,zero,tree,1,1,NA,9.993,NA,5 mm,9.993,R1,plot1,harvest1,NA,0.01,9.993,30,9.035
A1,A1FTH2,High,At,High,zero,tree,1,2,NA,9.994,NA,5 mm,9.994,R2,plot1,harvest2,NA,0.01,9.994,60,7.88
A1,A1FTH2,High,At,High,zero,tree,1,3,NA,10,NA,5 mm,10,R3,plot1,harvest3,NA,0.01,10,220,6.07
A1,A1FTH2,High,At,High,zero,tree,1,4,NA,10,NA,5 mm,10,R4,plot1,harvest4,NA,0.01,10,365,7.326
A1,A1FTH2,High,At,High,zero,tree,1,5,NA,10,NA,5 mm,10,R5,plot2,harvest1,NA,0.01,10,30,9.082
A1,A1FTH2,High,At,High,zero,tree,1,6,NA,10,NA,5 mm,10,R6,plot2,harvest2,NA,0.01,10,60,7.99
A1,A1FTH2,High,At,High,zero,tree,1,7,NA,10.004,NA,5 mm,10.004,R7,plot2,harvest3,NA,0.01,10.004,220,5.63
A1,A1FTH2,High,At,High,zero,tree,1,8,NA,10,NA,5 mm,10,R8,plot2,harvest4,NA,0.01,10,365,3.451
A1,A1FTH2,High,At,High,zero,tree,1,9,NA,10.007,NA,5 mm,10.007,R9,plot3,harvest1,NA,0.01,10.007,30,8.274
A1,A1FTH2,High,At,High,zero,tree,1,10,NA,10.003,NA,5 mm,10.003,R10,plot3,harvest2,NA,0.01,10.003,60,7.761
A1,A1FTH2,High,At,High,zero,tree,1,11,NA,10.002,NA,5 mm,10.002,R11,plot3,harvest3,NA,0.01,10.002,220,7.18
A1,A1FTH2,High,At,High,zero,tree,1,12,NA,10,NA,5 mm,10,R12,plot3,harvest4,NA,0.01,10,365,2.89
A1,A1FTH2,High,At,High,zero,tree,1,13,NA,9.999,NA,5 mm,9.999,,,,9.999,0.01,9.999,,NA
A1,A1FTH2,High,At,High,zero,tree,1,14,NA,10,NA,5 mm,10,,,,10,0.01,10,,NA
A1,A1FTH2,High,At,High,zero,tree,1,15,NA,10.003,NA,5 mm,10.003,,,,10.033,0.01,10.003,,NA
A1,A1FTH2,High,At,High,zero,tree,1,1,NA,9.994,NA,2 mm,9.994,R1,plot1,harvest1,NA,0.09,9.994,30,8.7
A1,A1FTH2,High,At,High,zero,tree,1,2,NA,10,NA,2 mm,10,R2,plot1,harvest2,NA,0.09,10,60,7.498
A1,A1FTH2,High,At,High,zero,tree,1,3,NA,10,NA,2 mm,10,R3,plot1,harvest3,NA,0.09,10,220,6.05
A1,A1FTH2,High,At,High,zero,tree,1,4,NA,10.001,NA,2 mm,10.001,R4,plot1,harvest4,NA,0.09,10.001,365,4.565
A1,A1FTH2,High,At,High,zero,tree,1,5,NA,10.008,NA,2 mm,10.008,R5,plot2,harvest1,NA,0.09,10.008,30,8.666
A1,A1FTH2,High,At,High,zero,tree,1,6,NA,10.009,NA,2 mm,10.009,R6,plot2,harvest2,NA,0.09,10.009,60,8.953
A1,A1FTH2,High,At,High,zero,tree,1,7,NA,9.994,NA,2 mm,9.994,R7,plot2,harvest3,NA,0.09,9.994,220,9.51
A1,A1FTH2,High,At,High,zero,tree,1,8,NA,10,NA,2 mm,10,R8,plot2,harvest4,NA,0.09,10,365,3.483
A1,A1FTH2,High,At,High,zero,tree,1,9,NA,10,NA,2 mm,10,R9,plot3,harvest1,NA,0.09,10,30,8.681
A1,A1FTH2,High,At,High,zero,tree,1,10,NA,10.009,NA,2 mm,10.009,R10,plot3,harvest2,NA,0.09,10.009,60,8.901
A1,A1FTH2,High,At,High,zero,tree,1,11,NA,9.997,NA,2 mm,9.997,R11,plot3,harvest3,NA,0.09,9.997,220,7.16
A1,A1FTH2,High,At,High,zero,tree,1,12,NA,10.002,NA,2 mm,10.002,R12,plot3,harvest4,NA,0.09,10.002,365,2.908
A1,A1FTH2,High,At,High,zero,tree,1,13,NA,10.006,NA,2 mm,10.006,,,,10.071,0.09,10.006,,NA
A1,A1FTH2,High,At,High,zero,tree,1,14,NA,9.998,NA,2 mm,9.998,,,,10.105,0.09,9.998,,NA
A1,A1FTH2,High,At,High,zero,tree,1,15,NA,9.999,NA,2 mm,9.999,,,,10.097,0.09,9.999,,NA
A1,A1FTH2,High,At,High,zero,tree,1,1,NA,10.006,NA,0.07 mm,10.006,R1,plot1,harvest1,NA,0.003,10.006,30,8.429
A1,A1FTH2,High,At,High,zero,tree,1,2,NA,10,NA,0.07 mm,10,R2,plot1,harvest2,NA,0.003,10,60,8.614
A1,A1FTH2,High,At,High,zero,tree,1,3,NA,10,NA,0.07 mm,10,R3,plot1,harvest3,NA,0.003,10,220,5.61
A1,A1FTH2,High,At,High,zero,tree,1,4,NA,10.006,NA,0.07 mm,10.006,R4,plot1,harvest4,NA,0.003,10.006,365,5.749
A1,A1FTH2,High,At,High,zero,tree,1,5,NA,10.005,NA,0.07 mm,10.005,R5,plot2,harvest1,NA,0.003,10.005,30,8.402
A1,A1FTH2,High,At,High,zero,tree,1,6,NA,9.993,NA,0.07 mm,9.993,R6,plot2,harvest2,NA,0.003,9.993,60,7.954
A1,A1FTH2,High,At,High,zero,tree,1,7,NA,10,NA,0.07 mm,10,R7,plot2,harvest3,NA,0.003,10,220,6.48
A1,A1FTH2,High,At,High,zero,tree,1,8,NA,10.005,NA,0.07 mm,10.005,R8,plot2,harvest4,NA,0.003,10.005,365,2.613
A1,A1FTH2,High,At,High,zero,tree,1,9,NA,10,NA,0.07 mm,10,R9,plot3,harvest1,NA,0.003,10,30,8.971
A1,A1FTH2,High,At,High,zero,tree,1,10,NA,10.006,NA,0.07 mm,10.006,R10,plot3,harvest2,NA,0.003,10.006,60,7.591
A1,A1FTH2,High,At,High,zero,tree,1,11,NA,10.005,NA,0.07 mm,10.005,R11,plot3,harvest3,NA,0.003,10.005,220,5.68
A1,A1FTH2,High,At,High,zero,tree,1,12,NA,10,NA,0.07 mm,10,R12,plot3,harvest4,NA,0.003,10,365,3.41
A1,A1FTH2,High,At,High,zero,tree,1,13,NA,10.005,NA,0.07 mm,10.005,,,,10.004,0.003,10.005,,NA
A1,A1FTH2,High,At,High,zero,tree,1,14,NA,9.997,NA,0.07 mm,9.997,,,,9.997,0.003,9.997,,NA
A1,A1FTH2,High,At,High,zero,tree,1,15,NA,10.007,NA,0.07 mm,10.007,,,,10,0.003,10.007,,NA
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,1,9.995,NA,NA,5 mm,9.995,R1,plot1,harvest1,NA,0,9.995,30,9.493
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,2,10,NA,NA,5 mm,10,R2,plot1,harvest2,NA,0,10,60,10.099
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,3,10.007,NA,NA,5 mm,10.007,R3,plot1,harvest3,NA,0,10.007,220,3.9
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,4,10.001,NA,NA,5 mm,10.001,R4,plot1,harvest4,NA,0,10.001,365,1.594
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,5,10,NA,NA,5 mm,10,R5,plot2,harvest1,NA,0,10,30,9.533
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,6,9.997,NA,NA,5 mm,9.997,R6,plot2,harvest2,NA,0,9.997,60,7.671
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,7,10.006,NA,NA,5 mm,10.006,R7,plot2,harvest3,NA,0,10.006,220,7.21
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,8,10,NA,NA,5 mm,10,R8,plot2,harvest4,NA,0,10,365,4.404
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,9,10.006,NA,NA,5 mm,10.006,R9,plot3,harvest1,NA,0,10.006,30,3.274
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,10,10,NA,NA,5 mm,10,R10,plot3,harvest2,NA,0,10,60,7.938
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,11,9.998,NA,NA,5 mm,9.998,R11,plot3,harvest3,NA,0,9.998,220,7.92
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,12,9.996,NA,NA,5 mm,9.996,R12,plot3,harvest4,NA,0,9.996,365,3.231
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,13,10,NA,NA,5 mm,10,,,,10,0,10,,NA
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,14,9.99,NA,NA,5 mm,9.99,,,,9.99,0,9.99,,NA
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,15,10.007,NA,NA,5 mm,10.007,,,,10.008,0,10.007,,NA
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,1,10,NA,NA,2 mm,10,R1,plot1,harvest1,NA,-0.261,9.739,30,NA
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,2,10.007,NA,NA,2 mm,10.007,R2,plot1,harvest2,NA,-0.261,9.746,60,9.541
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,3,10.001,NA,NA,2 mm,10.001,R3,plot1,harvest3,NA,-0.261,9.74,220,7.41
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,4,9.994,NA,NA,2 mm,9.994,R4,plot1,harvest4,NA,-0.261,9.733,365,4.455
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,5,10.005,NA,NA,2 mm,10.005,R5,plot2,harvest1,NA,-0.261,9.744,30,9.549
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,6,10.007,NA,NA,2 mm,10.007,R6,plot2,harvest2,NA,-0.261,9.746,60,9.71
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,7,9.994,NA,NA,2 mm,9.994,R7,plot2,harvest3,NA,-0.261,9.733,220,7.75
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,8,10.003,NA,NA,2 mm,10.003,R8,plot2,harvest4,NA,-0.261,9.742,365,9.833
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,9,9.995,NA,NA,2 mm,9.995,R9,plot3,harvest1,NA,-0.261,9.734,30,9.931
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,10,10.005,NA,NA,2 mm,10.005,R10,plot3,harvest2,NA,-0.261,9.744,60,9.774
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,11,10,NA,NA,2 mm,10,R11,plot3,harvest3,NA,-0.261,9.739,220,7.52
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,12,9.999,NA,NA,2 mm,9.999,R12,plot3,harvest4,NA,-0.261,9.738,365,5.039
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,13,10.004,NA,NA,2 mm,10.004,,,,10.02,-0.261,9.743,,NA
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,14,10.004,NA,NA,2 mm,10.004,,,,10,-0.261,9.743,,NA
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,15,9.995,NA,NA,2 mm,9.995,,,,9.2,-0.261,9.734,,NA
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,1,10.004,NA,NA,0.07 mm,10.004,R1,plot1,harvest1,NA,0,10.004,30,9.608
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,2,10.002,NA,NA,0.07 mm,10.002,R2,plot1,harvest2,NA,0,10.002,60,8.784
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,3,9.999,NA,NA,0.07 mm,9.999,R3,plot1,harvest3,NA,0,9.999,220,8.04
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,4,10.001,NA,NA,0.07 mm,10.001,R4,plot1,harvest4,NA,0,10.001,365,4.582
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,5,10,NA,NA,0.07 mm,10,R5,plot2,harvest1,NA,0,10,30,9.547
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,6,10.006,NA,NA,0.07 mm,10.006,R6,plot2,harvest2,NA,0,10.006,60,8.973
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,7,9.997,NA,NA,0.07 mm,9.997,R7,plot2,harvest3,NA,0,9.997,220,7.8
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,8,10.08,NA,NA,0.07 mm,10.08,R8,plot2,harvest4,NA,0,10.08,365,3.19
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,9,9.994,NA,NA,0.07 mm,9.994,R9,plot3,harvest1,NA,0,9.994,30,9.539
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,10,9.999,NA,NA,0.07 mm,9.999,R10,plot3,harvest2,NA,0,9.999,60,8.915
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,11,10.004,NA,NA,0.07 mm,10.004,R11,plot3,harvest3,NA,0,10.004,220,7.38
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,12,10.003,NA,NA,0.07 mm,10.003,R12,plot3,harvest4,NA,0,10.003,365,4.302
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,13,10.007,NA,NA,0.07 mm,10.007,,,,10.009,0,10.007,,NA
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,14,9.998,NA,NA,0.07 mm,9.998,,,,9.998,0,9.998,,NA
A1,A1FTM1,Medium,Dt,medium,zero,tree,1,15,10,NA,NA,0.07 mm,10,,,,10,0,10,,NA
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,1,NA,10.006,NA,5 mm,10.006,R1,plot1,harvest1,NA,-0.081,9.925,30,7.779
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,2,NA,10,NA,5 mm,10,R2,plot1,harvest2,NA,-0.081,9.919,60,9.503
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,3,NA,10.008,NA,5 mm,10.008,R3,plot1,harvest3,NA,-0.081,9.927,220,7.83
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,4,NA,10.008,NA,5 mm,10.008,R4,plot1,harvest4,NA,-0.081,9.927,365,6.42
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,5,NA,10,NA,5 mm,10,R5,plot2,harvest1,NA,-0.081,9.919,30,9.553
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,6,NA,10.007,NA,5 mm,10.007,R6,plot2,harvest2,NA,-0.081,9.926,60,7.246
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,7,NA,10.007,NA,5 mm,10.007,R7,plot2,harvest3,NA,-0.081,9.926,220,3.549
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,8,NA,9.998,NA,5 mm,9.998,R8,plot2,harvest4,NA,-0.081,9.917,365,7.667
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,9,NA,9.999,NA,5 mm,9.999,R9,plot3,harvest1,NA,-0.081,9.918,30,9.641
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,10,NA,10,NA,5 mm,10,R10,plot3,harvest2,NA,-0.081,9.919,60,9.644
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,11,NA,9.995,NA,5 mm,9.995,R11,plot3,harvest3,NA,-0.081,9.914,220,6.01
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,12,NA,9.998,NA,5 mm,9.998,R12,plot3,harvest4,NA,-0.081,9.917,365,7.022
A1,A1FTM2,Medium,Pt,medium,zero,tree,1,13,NA,10,NA,5 mm,10,,,,9.967,-0.081,9.919,,NA
