Experiment_type,code,tree_quality,species,quality,Nitrogen_added,mix_type,species_richness,number,litter_type_quality_tree_1,litter_type_quality_tree_2,quality_N,mesh_size,total_mass_g,sample_plot,plot,harvest,handling_loss_bags,handling_loss,initial_mass_g,Time_at_harvest,final_mass_g
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,3,5,5,NA,5 mm,10,R3,plot1,harvest3,NA,0,10,220,4.93
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,4,5,5,NA,5 mm,10,R4,plot1,harvest4,NA,0,10,365,3.554
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,5,5,5,NA,5 mm,10,R5,plot2,harvest1,NA,0,10,30,5.95
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,6,5,5,NA,5 mm,10,R6,plot2,harvest2,NA,0,10,60,5.657
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,7,5,5,NA,5 mm,10,R7,plot2,harvest3,NA,0,10,220,2.89
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,8,5,5,NA,5 mm,10,R8,plot2,harvest4,NA,0,10,365,4.09
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,9,5,5,NA,5 mm,10,R9,plot3,harvest1,NA,0,10,30,8.885
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,10,5,5,NA,5 mm,10,R10,plot3,harvest2,NA,0,10,60,6.475
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,11,5,5,NA,5 mm,10,R11,plot3,harvest3,NA,0,10,220,5.22
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,12,5,5,NA,5 mm,10,R12,plot3,harvest4,NA,0,10,365,3.89
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,13,5,5,NA,5 mm,10,,,,10,0,10,,NA
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,14,5,5,NA,5 mm,10,,,,9.93,0,10,,NA
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,15,5,5,NA,5 mm,10,,,,10.07,0,10,,NA
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,1,5.002,4.998,NA,2 mm,10,R1,plot1,harvest1,NA,-0.07,9.93,30,8.802
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,2,4.998,5,NA,2 mm,9.998,R2,plot1,harvest2,NA,-0.07,9.928,60,8.432
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,3,4.006,5.007,NA,2 mm,9.013,R3,plot1,harvest3,NA,-0.07,8.943,220,4.95
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,4,5,5.002,NA,2 mm,10.002,R4,plot1,harvest4,NA,-0.07,9.932,365,3.442
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,5,5,5.003,NA,2 mm,10.003,R5,plot2,harvest1,NA,-0.07,9.933,30,8.097
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,6,5.002,5.001,NA,2 mm,10.003,R6,plot2,harvest2,NA,-0.07,9.933,60,4.993
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,7,5.003,4.997,NA,2 mm,10,R7,plot2,harvest3,NA,-0.07,9.93,220,6.17
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,8,5,4.998,NA,2 mm,9.998,R8,plot2,harvest4,NA,-0.07,9.928,365,3.199
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,9,5,5.007,NA,2 mm,10.007,R9,plot3,harvest1,NA,-0.07,9.937,30,8.576
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,10,4.997,5.003,NA,2 mm,10,R10,plot3,harvest2,NA,-0.07,9.93,60,7.834
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,11,5,5.005,NA,2 mm,10.005,R11,plot3,harvest3,NA,-0.07,9.935,220,7.03
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,12,5,5.005,NA,2 mm,10.005,R12,plot3,harvest4,NA,-0.07,9.935,365,NA
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,13,5,5,NA,2 mm,10,,,,9.92,-0.07,9.93,,NA
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,14,5,5,NA,2 mm,10,,,,10,-0.07,9.93,,NA
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,15,5,5,NA,2 mm,10,,,,9.87,-0.07,9.93,,NA
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,1,4.996,4.995,NA,0.07 mm,9.991,R1,plot1,harvest1,NA,0.042,9.991,30,8.805
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,2,4.992,5.004,NA,0.07 mm,9.996,R2,plot1,harvest2,NA,0.042,9.996,60,4.611
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,3,5,5,NA,0.07 mm,10,R3,plot1,harvest3,NA,0.042,10,220,6.55
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,4,5,5,NA,0.07 mm,10,R4,plot1,harvest4,NA,0.042,10,365,4.781
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,5,5,5,NA,0.07 mm,10,R5,plot2,harvest1,NA,0.042,10,30,9.042
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,6,5,5.003,NA,0.07 mm,10.003,R6,plot2,harvest2,NA,0.042,10.003,60,8.754
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,7,5,5,NA,0.07 mm,10,R7,plot2,harvest3,NA,0.042,10,220,6.12
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,8,5,5.006,NA,0.07 mm,10.006,R8,plot2,harvest4,NA,0.042,10.006,365,5.453
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,9,5,5,NA,0.07 mm,10,R9,plot3,harvest1,NA,0.042,10,30,9.081
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,10,5,5,NA,0.07 mm,10,R10,plot3,harvest2,NA,0.042,10,60,8.571
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,11,5,5,NA,0.07 mm,10,R11,plot3,harvest3,NA,0.042,10,220,7.07
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,12,5,5,NA,0.07 mm,10,R12,plot3,harvest4,NA,0.042,10,365,1.206
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,13,4.998,5,NA,0.07 mm,9.998,,,,9.98,0.042,9.998,,NA
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,14,5,5,NA,0.07 mm,10,,,,10.06,0.042,10,,NA
A1,A1FT(L),Low,"Cb,Ga",low_N0,N_0,tree mixture,2,15,5,5,NA,0.07 mm,10,,,,10,0.042,10,,NA
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,1,4.03,4.001,20.005,5 mm,28.036,R1,plot1,harvest1,NA,-2.511,25.525,30,6.037
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,2,4.02,4.05,20.02,5 mm,28.09,R2,plot1,harvest2,NA,-2.511,25.579,60,0
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,3,3.998,4.039,20.031,5 mm,28.068,R3,plot1,harvest3,NA,-2.511,25.557,220,2.62
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,4,4.02,4.012,20,5 mm,28.032,R4,plot1,harvest4,NA,-2.511,25.521,365,3.044
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,5,4.025,3.992,20.051,5 mm,28.068,R5,plot2,harvest1,NA,-2.511,25.557,30,5.468
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,6,4.008,4,20.003,5 mm,28.011,R6,plot2,harvest2,NA,-2.511,25.5,60,0.778
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,7,4.035,4.014,20.004,5 mm,28.053,R7,plot2,harvest3,NA,-2.511,25.542,220,0.35
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,8,4.053,4.014,20.02,5 mm,28.087,R8,plot2,harvest4,NA,-2.511,25.576,365,2.876
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,9,4.071,4.06,20.034,5 mm,28.165,R9,plot3,harvest1,NA,-2.511,25.654,30,4.912
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,10,4.045,4.025,20.051,5 mm,28.121,R10,plot3,harvest2,NA,-2.511,25.61,60,2.592
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,11,3.992,4.04,20.01,5 mm,28.042,R11,plot3,harvest3,NA,-2.511,25.531,220,4.89
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,12,4.076,4.019,20.07,5 mm,28.165,R12,plot3,harvest4,NA,-2.511,25.654,365,2.876
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,13,4.04,4.07,20,5 mm,28.11,,,,25.949,-2.511,25.599,,NA
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,14,4.047,3.999,20.086,5 mm,28.132,,,,24.474,-2.511,25.621,,NA
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,15,4.033,4.016,19.98,5 mm,28.029,,,,26.316,-2.511,25.518,,NA
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,1,4.07,4.04,20.053,2 mm,28.163,R1,plot1,harvest1,NA,-1.452,26.711,30,5.148
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,2,4.03,4.033,19.99,2 mm,28.053,R2,plot1,harvest2,NA,-1.452,26.601,60,5.394
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,3,4.01,3.99,20.02,2 mm,28.02,R3,plot1,harvest3,NA,-1.452,26.568,220,3.98
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,4,4.001,4.016,20,2 mm,28.017,R4,plot1,harvest4,NA,-1.452,26.565,365,1.271
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,5,4.026,4.015,20.021,2 mm,28.062,R5,plot2,harvest1,NA,-1.452,26.61,30,6.182
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,6,4,4.004,20.026,2 mm,28.03,R6,plot2,harvest2,NA,-1.452,26.578,60,5.262
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,7,4.03,3.94,20.04,2 mm,28.01,R7,plot2,harvest3,NA,-1.452,26.558,220,4.37
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,8,4.053,4.028,20.045,2 mm,28.126,R8,plot2,harvest4,NA,-1.452,26.674,365,0
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,9,4.027,4.016,20.096,2 mm,28.139,R9,plot3,harvest1,NA,-1.452,26.687,30,5.906
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,10,4.03,4.06,19.99,2 mm,28.08,R10,plot3,harvest2,NA,-1.452,26.628,60,5.219
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,11,4,4,19.995,2 mm,27.995,R11,plot3,harvest3,NA,-1.452,26.543,220,4.85
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,12,4.03,4.037,20.04,2 mm,28.107,R12,plot3,harvest4,NA,-1.452,26.655,365,2.539
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,13,4.038,4,20.03,2 mm,28.068,,,,26.168,-1.452,26.616,,NA
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,14,4,4.002,19.992,2 mm,27.994,,,,26.686,-1.452,26.542,,NA
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,15,4.008,4.034,20.012,2 mm,28.054,,,,26.906,-1.452,26.602,,NA
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,1,4.02,4,20.02,0.07 mm,28.04,R1,plot1,harvest1,NA,-2.823,25.217,30,5.373
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,2,4.015,4.013,20.028,0.07 mm,28.056,R2,plot1,harvest2,NA,-2.823,25.233,60,5.323
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,3,4.05,4.4,20.044,0.07 mm,28.494,R3,plot1,harvest3,NA,-2.823,25.671,220,4.3
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,4,4,4.023,20.026,0.07 mm,28.049,R4,plot1,harvest4,NA,-2.823,25.226,365,2.572
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,5,4.051,4.045,20.023,0.07 mm,28.119,R5,plot2,harvest1,NA,-2.823,25.296,30,6.032
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,6,4.07,4.08,20.002,0.07 mm,28.152,R6,plot2,harvest2,NA,-2.823,25.329,60,5.156
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,7,4.05,4,20.078,0.07 mm,28.128,R7,plot2,harvest3,NA,-2.823,25.305,220,4.235
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,8,4,4.041,19.999,0.07 mm,28.04,R8,plot2,harvest4,NA,-2.823,25.217,365,0
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,9,4.02,4.032,20.02,0.07 mm,24.072,R9,plot3,harvest1,NA,-2.823,21.249,30,6.06
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,10,4.05,4.007,20.01,0.07 mm,28.067,R10,plot3,harvest2,NA,-2.823,25.244,60,6.243
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,11,3.995,4.047,20.045,0.07 mm,28.087,R11,plot3,harvest3,NA,-2.823,25.264,220,4.17
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,12,4,4.022,19.99,0.07 mm,28.012,R12,plot3,harvest4,NA,-2.823,25.189,365,2.049
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,13,4.05,4.063,19.996,0.07 mm,28.109,,,,25.195,-2.823,25.286,,NA
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,14,4.016,4.088,20.08,0.07 mm,28.184,,,,24.713,-2.823,25.361,,NA
A2,A2LH,Low,"Cb,Ga",low_N20,N_20,tree mixture,2,15,4.07,4.02,20.09,0.07 mm,28.18,,,,26.096,-2.823,25.357,,NA
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,1,4.25,4.03,5.015,5 mm,13.295,R1,plot1,harvest1,NA,-0.581,12.714,30,3.031
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,2,3.98,4,5.003,5 mm,12.983,R2,plot1,harvest2,NA,-0.581,12.402,60,2.776
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,3,4.06,4.02,5,5 mm,13.08,R3,plot1,harvest3,NA,-0.581,12.499,220,3.93
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,4,4.04,3.991,5,5 mm,13.031,R4,plot1,harvest4,NA,-0.581,12.45,365,4.472
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,5,4.08,4.023,5.024,5 mm,13.127,R5,plot2,harvest1,NA,-0.581,12.546,30,7.039
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,6,3.99,4.08,5.02,5 mm,13.09,R6,plot2,harvest2,NA,-0.581,12.509,60,4.553
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,7,3.994,4,5.03,5 mm,13.024,R7,plot2,harvest3,NA,-0.581,12.443,220,1.24
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,8,3.99,4.01,5,5 mm,13,R8,plot2,harvest4,NA,-0.581,12.419,365,2.995
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,9,3.987,3.992,5.006,5 mm,12.985,R9,plot3,harvest1,NA,-0.581,12.404,30,5.456
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,10,4.003,4.02,5,5 mm,13.023,R10,plot3,harvest2,NA,-0.581,12.442,60,5.352
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,11,4.02,3.992,5,5 mm,13.012,R11,plot3,harvest3,NA,-0.581,12.431,220,4.17
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,12,4.01,4,5.01,5 mm,13.02,R12,plot3,harvest4,NA,-0.581,12.439,365,1.675
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,13,4.09,4,5.013,5 mm,13.103,,,,11.89,-0.581,12.522,,NA
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,14,4.054,4.02,5.01,5 mm,13.084,,,,12.67,-0.581,12.503,,NA
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,15,4.05,4.08,5.03,5 mm,13.16,,,,13.045,-0.581,12.579,,NA
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,1,4.02,4.02,4.945,2 mm,12.985,R1,plot1,harvest1,NA,-0.441,12.544,30,6.647
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,2,4.02,4.06,5.04,2 mm,13.12,R2,plot1,harvest2,NA,-0.441,12.679,60,6.648
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,3,4.01,4,5.06,2 mm,13.07,R3,plot1,harvest3,NA,-0.441,12.629,220,5.53
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,4,4.02,3.99,5.02,2 mm,13.03,R4,plot1,harvest4,NA,-0.441,12.589,365,4.489
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,5,4.09,4.05,5.054,2 mm,13.194,R5,plot2,harvest1,NA,-0.441,12.753,30,6.163
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,6,4,4.06,4.02,2 mm,12.08,R6,plot2,harvest2,NA,-0.441,11.639,60,6.598
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,7,4.04,4.06,4.02,2 mm,12.12,R7,plot2,harvest3,NA,-0.441,11.679,220,6.38
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,8,4.04,4.09,4.994,2 mm,13.124,R8,plot2,harvest4,NA,-0.441,12.683,365,4.132
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,9,4.01,4.05,5.04,2 mm,13.1,R9,plot3,harvest1,NA,-0.441,12.659,30,6.652
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,10,4.04,4.05,5.06,2 mm,13.15,R10,plot3,harvest2,NA,-0.441,12.709,60,6.267
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,11,4.04,4.02,5.02,2 mm,13.08,R11,plot3,harvest3,NA,-0.441,12.639,220,6.25
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,12,4.02,3.96,5.05,2 mm,13.03,R12,plot3,harvest4,NA,-0.441,12.589,365,3.012
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,13,4.08,4.02,5,2 mm,13.1,,,,13.334,-0.441,12.659,,NA
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,14,4.05,4.04,5.06,2 mm,13.15,,,,11.693,-0.441,12.709,,NA
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,15,4.02,4.08,5.04,2 mm,13.14,,,,13.041,-0.441,12.699,,NA
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,1,4.004,4.002,5,0.07 mm,13.006,R1,plot1,harvest1,NA,-0.641,12.365,30,6.234
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,2,4.06,4.01,5.01,0.07 mm,13.08,R2,plot1,harvest2,NA,-0.641,12.439,60,6.761
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,3,4.05,4.05,5.037,0.07 mm,13.137,R3,plot1,harvest3,NA,-0.641,12.496,220,5.28
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,4,4.05,4.04,5.02,0.07 mm,13.11,R4,plot1,harvest4,NA,-0.641,12.469,365,2.835
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,5,4.04,4.01,5.02,0.07 mm,13.07,R5,plot2,harvest1,NA,-0.641,12.429,30,5.975
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,6,4,4.05,5.004,0.07 mm,13.054,R6,plot2,harvest2,NA,-0.641,12.413,60,7.09
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,7,4.02,4.07,5.046,0.07 mm,13.136,R7,plot2,harvest3,NA,-0.641,12.495,220,5.69
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,8,4.08,4.05,5.008,0.07 mm,13.138,R8,plot2,harvest4,NA,-0.641,12.497,365,0
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,9,4.02,3.99,5.001,0.07 mm,13.011,R9,plot3,harvest1,NA,-0.641,12.37,30,6.493
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,10,4.02,4.04,5,0.07 mm,13.06,R10,plot3,harvest2,NA,-0.641,12.419,60,7.378
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,11,4.05,4.09,5.001,0.07 mm,13.141,R11,plot3,harvest3,NA,-0.641,12.5,220,5.37
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,12,4.09,4.04,5.03,0.07 mm,13.16,R12,plot3,harvest4,NA,-0.641,12.519,365,3.191
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,13,4.05,4.09,5,0.07 mm,13.14,,,,13.297,-0.641,12.499,,NA
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,14,4.09,4.01,5,0.07 mm,13.1,,,,13.135,-0.641,12.459,,NA
A2,A2LL,Low,"Cb,Ga",low_N5,N_5,tree mixture,2,15,4.03,4.03,5.02,0.07 mm,13.08,,,,10.965,-0.641,12.439,,NA
